,age,occupation,marital,education,housing_loan,personal_loan,contact,month,day,duration,contact_freq,days_passed,contact_bef,prev_outcome,emp_var_rate,cpi_index,cci_index,e3m,employees,subscription,prev_part
33097,30,blue-collar,married,basic.9y,no,no,cellular,may,tue,52.0,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33099,47,blue-collar,married,basic.9y,no,no,cellular,may,tue,234.0,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33100,36,services,divorced,basic.9y,yes,no,cellular,may,tue,255.0,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33101,35,admin.,single,high.school,yes,yes,cellular,may,tue,200.0,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33102,41,blue-collar,married,basic.9y,yes,no,cellular,may,tue,217.0,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33103,27,housemaid,single,university.degree,yes,no,cellular,may,tue,9.0,9,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33104,29,admin.,married,high.school,no,no,cellular,may,tue,315.0,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33106,51,blue-collar,divorced,high.school,yes,yes,cellular,may,tue,10.0,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33107,35,admin.,single,high.school,yes,yes,telephone,may,tue,352.0,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33108,49,admin.,married,high.school,no,no,cellular,may,tue,97.0,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33111,50,management,divorced,university.degree,no,no,telephone,may,tue,63.0,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33113,33,services,married,basic.6y,no,no,cellular,may,tue,117.0,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33114,30,self-employed,married,professional.course,no,no,cellular,may,tue,34.0,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33115,31,blue-collar,married,basic.6y,no,no,cellular,may,tue,104.0,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33116,26,admin.,single,university.degree,yes,yes,cellular,may,tue,15.0,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33117,34,admin.,divorced,university.degree,yes,no,cellular,may,tue,14.0,5,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33118,30,services,single,basic.6y,yes,no,cellular,may,tue,208.0,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33119,32,blue-collar,married,basic.9y,no,yes,telephone,may,tue,11.0,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33120,31,technician,single,professional.course,yes,no,cellular,may,tue,160.0,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33121,39,admin.,single,high.school,no,no,cellular,may,tue,197.0,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33123,51,blue-collar,divorced,high.school,no,no,cellular,may,tue,131.0,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33124,33,blue-collar,single,basic.6y,yes,no,cellular,may,tue,731.0,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes,0
33126,35,admin.,married,high.school,yes,no,cellular,may,tue,12.0,6,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33127,38,technician,married,high.school,yes,no,cellular,may,tue,114.0,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33129,32,management,single,professional.course,no,no,cellular,may,tue,365.0,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes,0
33130,37,blue-collar,divorced,professional.course,yes,no,cellular,may,tue,304.0,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33132,36,blue-collar,married,high.school,yes,no,cellular,may,tue,20.0,8,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33133,34,admin.,married,high.school,yes,no,cellular,may,tue,109.0,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33134,54,blue-collar,divorced,basic.4y,yes,no,cellular,may,tue,138.0,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33135,28,services,single,high.school,yes,yes,cellular,may,tue,6.0,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33136,42,blue-collar,married,basic.4y,yes,no,cellular,may,tue,63.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33137,29,admin.,single,professional.course,yes,no,cellular,may,tue,200.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33138,40,services,married,basic.9y,yes,yes,cellular,may,tue,271.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33139,33,technician,single,professional.course,yes,no,cellular,may,tue,42.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33140,33,blue-collar,married,basic.9y,yes,yes,cellular,may,tue,341.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33141,38,admin.,single,high.school,yes,no,cellular,may,tue,100.0,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33142,51,admin.,married,high.school,no,no,cellular,may,tue,40.0,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33143,38,services,single,basic.9y,no,no,cellular,may,tue,114.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33144,33,blue-collar,married,basic.4y,no,no,cellular,may,tue,150.0,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33145,42,blue-collar,married,basic.6y,no,yes,cellular,may,tue,431.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33147,28,admin.,single,high.school,yes,no,cellular,may,tue,91.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33148,28,admin.,single,high.school,yes,yes,cellular,may,tue,52.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33150,48,blue-collar,married,basic.9y,yes,yes,cellular,may,tue,99.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33151,40,services,divorced,high.school,no,no,cellular,may,tue,49.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33152,34,technician,single,university.degree,no,no,cellular,may,tue,882.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes,0
33153,31,blue-collar,single,basic.9y,no,no,cellular,may,tue,7.0,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33154,38,services,single,basic.9y,no,yes,cellular,may,tue,515.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes,0
33155,59,services,divorced,basic.6y,yes,no,cellular,may,tue,158.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33156,27,blue-collar,married,basic.4y,yes,no,cellular,may,tue,259.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33157,27,blue-collar,single,basic.4y,yes,no,cellular,may,tue,206.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33158,35,blue-collar,married,high.school,yes,no,cellular,may,tue,25.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33159,27,blue-collar,single,basic.4y,no,no,cellular,may,tue,300.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33160,36,services,single,high.school,yes,no,telephone,may,tue,246.0,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33161,35,blue-collar,married,high.school,yes,yes,cellular,may,tue,178.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33162,59,services,divorced,basic.6y,yes,no,cellular,may,tue,318.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33163,35,blue-collar,married,high.school,yes,no,cellular,may,tue,201.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33164,47,admin.,divorced,high.school,yes,no,cellular,may,tue,105.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33165,44,admin.,divorced,high.school,no,no,cellular,may,tue,214.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33166,45,blue-collar,married,basic.4y,yes,no,cellular,may,tue,67.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33168,28,blue-collar,married,basic.9y,yes,no,cellular,may,tue,82.0,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33170,45,blue-collar,married,basic.4y,yes,no,cellular,may,tue,187.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33171,38,admin.,married,basic.9y,yes,no,cellular,may,tue,69.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33172,35,technician,married,basic.9y,no,no,cellular,may,tue,580.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes,0
33174,48,blue-collar,single,basic.4y,yes,no,cellular,may,tue,1203.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes,0
33175,45,services,married,basic.6y,no,no,cellular,may,tue,58.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33176,48,blue-collar,married,basic.9y,yes,yes,cellular,may,tue,64.0,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33177,27,blue-collar,married,basic.9y,yes,no,cellular,may,tue,631.0,1,11,1,success,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,1
33179,35,blue-collar,married,high.school,yes,no,cellular,may,tue,942.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33180,45,services,married,basic.6y,no,no,cellular,may,tue,207.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33181,26,admin.,single,university.degree,yes,no,cellular,may,tue,104.0,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33182,33,technician,single,professional.course,yes,no,cellular,may,tue,377.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33183,41,housemaid,married,basic.4y,no,no,cellular,may,tue,66.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33184,41,housemaid,married,basic.4y,yes,no,cellular,may,tue,128.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33185,54,blue-collar,married,basic.4y,yes,no,telephone,may,tue,291.0,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33186,46,entrepreneur,married,high.school,yes,no,cellular,may,tue,115.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33187,38,blue-collar,married,basic.6y,no,no,cellular,may,tue,524.0,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33188,30,admin.,married,university.degree,yes,no,cellular,may,tue,358.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33189,46,entrepreneur,married,high.school,no,no,cellular,may,tue,366.0,1,6,1,success,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,1
33190,43,admin.,single,university.degree,yes,yes,cellular,may,tue,23.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33191,26,services,married,basic.9y,no,yes,cellular,may,tue,560.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes,0
33192,43,admin.,single,university.degree,yes,no,telephone,may,tue,52.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33193,36,entrepreneur,single,university.degree,yes,yes,cellular,may,tue,347.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33194,43,admin.,single,university.degree,no,no,cellular,may,tue,107.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33195,43,admin.,single,university.degree,yes,no,telephone,may,tue,48.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33197,54,blue-collar,married,basic.6y,yes,no,cellular,may,tue,74.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33200,36,entrepreneur,single,university.degree,no,no,cellular,may,tue,612.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes,0
33201,43,admin.,single,university.degree,yes,no,cellular,may,tue,305.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33202,36,admin.,single,university.degree,yes,no,cellular,may,tue,104.0,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33203,27,blue-collar,single,basic.4y,no,no,cellular,may,tue,176.0,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33204,35,technician,divorced,university.degree,yes,no,cellular,may,tue,507.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33205,39,management,single,university.degree,yes,no,cellular,may,tue,103.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33206,59,blue-collar,married,basic.9y,yes,yes,cellular,may,tue,242.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33207,34,blue-collar,married,basic.6y,yes,no,cellular,may,tue,137.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33208,33,services,married,high.school,yes,no,cellular,may,tue,223.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33209,37,services,married,high.school,no,no,cellular,may,tue,124.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33210,32,admin.,single,university.degree,no,no,cellular,may,tue,63.0,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33211,24,student,single,basic.4y,yes,no,cellular,may,tue,137.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33213,30,admin.,married,university.degree,no,no,cellular,may,tue,22.0,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33214,28,admin.,single,high.school,yes,no,cellular,may,tue,59.0,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33215,50,blue-collar,divorced,basic.4y,yes,no,cellular,may,tue,703.0,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes,0
33216,34,admin.,married,high.school,yes,yes,cellular,may,tue,179.0,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33217,59,blue-collar,married,basic.9y,no,no,cellular,may,tue,690.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes,0
33220,39,management,single,university.degree,no,no,cellular,may,tue,11.0,12,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33222,57,retired,divorced,basic.9y,yes,no,cellular,may,tue,69.0,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33224,36,admin.,married,high.school,yes,no,cellular,may,tue,300.0,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33225,26,blue-collar,married,basic.9y,yes,no,cellular,may,tue,256.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33226,36,admin.,single,university.degree,no,no,cellular,may,tue,7.0,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33227,37,admin.,married,university.degree,yes,yes,cellular,may,tue,43.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33229,48,admin.,divorced,university.degree,no,no,cellular,may,tue,1062.0,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes,0
33230,33,blue-collar,single,basic.6y,yes,no,cellular,may,tue,22.0,8,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33231,34,admin.,divorced,professional.course,yes,yes,cellular,may,tue,429.0,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33232,44,blue-collar,divorced,basic.9y,yes,no,cellular,may,tue,494.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33233,44,management,married,basic.9y,no,no,cellular,may,tue,296.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33235,31,blue-collar,married,basic.9y,yes,no,cellular,may,tue,17.0,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33236,45,admin.,married,university.degree,yes,yes,cellular,may,tue,826.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes,0
33237,39,blue-collar,single,basic.4y,yes,no,cellular,may,tue,243.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33238,31,blue-collar,married,high.school,yes,yes,cellular,may,tue,184.0,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33239,36,blue-collar,married,basic.4y,no,no,cellular,may,tue,245.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33241,36,blue-collar,married,basic.4y,yes,no,cellular,may,tue,360.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33242,26,services,single,university.degree,yes,no,telephone,may,tue,139.0,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33243,26,blue-collar,married,basic.4y,no,no,cellular,may,tue,54.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33244,26,blue-collar,married,basic.4y,no,no,cellular,may,tue,232.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33245,32,blue-collar,single,high.school,yes,no,cellular,may,tue,517.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33247,28,technician,married,basic.9y,yes,no,cellular,may,tue,153.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33248,28,admin.,single,high.school,yes,no,cellular,may,tue,116.0,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33249,36,admin.,single,university.degree,no,no,telephone,may,tue,168.0,5,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33250,28,technician,married,basic.9y,no,no,cellular,may,tue,261.0,1,12,1,success,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,1
33251,36,admin.,single,university.degree,no,no,cellular,may,tue,69.0,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33253,54,management,divorced,professional.course,yes,no,cellular,may,tue,121.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33254,36,admin.,divorced,high.school,no,no,cellular,may,tue,23.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33255,38,blue-collar,married,basic.9y,no,no,cellular,may,tue,306.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33256,32,blue-collar,single,high.school,yes,yes,cellular,may,tue,202.0,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33257,29,blue-collar,married,basic.6y,no,no,cellular,may,tue,342.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33258,42,blue-collar,married,basic.4y,no,no,telephone,may,tue,22.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33259,29,blue-collar,married,basic.6y,no,yes,cellular,may,tue,455.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33260,34,self-employed,single,university.degree,yes,no,cellular,may,tue,245.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33261,31,blue-collar,married,basic.9y,yes,yes,cellular,may,tue,33.0,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33262,27,services,married,high.school,yes,no,cellular,may,tue,58.0,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33263,27,student,single,high.school,yes,no,cellular,may,tue,41.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33264,42,blue-collar,married,basic.4y,no,no,cellular,may,tue,360.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33265,31,admin.,married,university.degree,yes,no,cellular,may,tue,179.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33266,34,blue-collar,single,basic.9y,yes,yes,cellular,may,tue,174.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33267,26,services,married,basic.9y,no,no,telephone,may,tue,43.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33268,21,services,single,high.school,no,no,cellular,may,tue,68.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33269,29,services,married,basic.9y,no,no,cellular,may,tue,212.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33270,35,admin.,single,basic.9y,yes,no,telephone,may,tue,38.0,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33271,26,services,single,university.degree,yes,yes,cellular,may,tue,639.0,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33272,34,blue-collar,single,basic.9y,yes,no,cellular,may,tue,483.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33274,29,services,married,basic.9y,no,no,cellular,may,tue,344.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33275,33,self-employed,single,high.school,no,no,cellular,may,tue,141.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33276,33,self-employed,single,high.school,yes,yes,cellular,may,tue,113.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33277,46,technician,married,professional.course,no,no,cellular,may,tue,87.0,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33278,33,self-employed,single,high.school,no,no,cellular,may,tue,238.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33280,51,blue-collar,married,basic.6y,yes,no,telephone,may,tue,155.0,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33281,33,self-employed,single,high.school,yes,no,cellular,may,tue,337.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33282,31,services,single,high.school,yes,no,telephone,may,tue,24.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33283,31,blue-collar,married,basic.9y,no,no,cellular,may,tue,365.0,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33284,38,technician,married,professional.course,no,no,cellular,may,tue,37.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33285,34,admin.,divorced,university.degree,yes,no,cellular,may,tue,25.0,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33286,31,services,single,high.school,yes,no,cellular,may,tue,109.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33287,43,admin.,married,high.school,yes,no,cellular,may,tue,152.0,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33288,34,unemployed,single,high.school,yes,no,telephone,may,tue,179.0,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33289,34,admin.,divorced,university.degree,yes,no,cellular,may,tue,118.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33291,39,admin.,married,university.degree,no,no,cellular,may,tue,30.0,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33292,32,services,single,university.degree,yes,no,cellular,may,tue,79.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33293,47,admin.,divorced,high.school,no,no,cellular,may,tue,324.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33296,36,blue-collar,married,basic.9y,no,no,cellular,may,tue,151.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33297,32,services,single,university.degree,yes,no,cellular,may,tue,366.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33299,31,admin.,single,university.degree,no,no,cellular,may,tue,43.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33300,47,admin.,divorced,high.school,yes,no,cellular,may,tue,816.0,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33301,28,blue-collar,married,basic.4y,no,no,cellular,may,tue,189.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33302,28,blue-collar,married,basic.4y,no,no,cellular,may,tue,590.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes,0
33304,41,blue-collar,married,basic.6y,no,no,cellular,may,tue,131.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33305,33,blue-collar,single,basic.6y,yes,no,cellular,may,tue,78.0,5,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33306,31,blue-collar,married,basic.9y,no,no,cellular,may,tue,97.0,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33307,28,blue-collar,married,basic.4y,no,yes,cellular,may,tue,337.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33308,43,services,married,high.school,yes,no,cellular,may,tue,185.0,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33309,29,admin.,single,professional.course,yes,no,cellular,may,tue,78.0,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33311,28,blue-collar,married,basic.4y,no,no,cellular,may,tue,442.0,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33313,35,blue-collar,married,basic.9y,yes,no,cellular,may,tue,74.0,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
33316,32,blue-collar,divorced,basic.9y,yes,no,telephone,may,tue,179.0,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0
